YF_Ticker,Years
PATELENG.NS,"[2021, 2022, 2023, 2024]"
PATINTLOG.NS,"[2021, 2022, 2023, 2024]"
PAVNAIND.NS,"[2021, 2022, 2023, 2024]"
PAYTM.NS,"[2021, 2022, 2023, 2024, 2025]"
PCBL.NS,"[2021, 2022, 2023, 2024, 2025]"
PCJEWELLER.NS,"[2021, 2022, 2023, 2024]"
PDMJEPAPER.NS,"[2021, 2022, 2023, 2024]"
PDSL.NS,"[2021, 2022, 2023, 2024]"
PEARLPOLY.NS,"[2021, 2022, 2023, 2024]"
PEL.NS,"[2021, 2022, 2023, 2024, 2025]"
PENIND.NS,"[2021, 2022, 2023, 2024]"
PENINLAND.NS,"[2021, 2022, 2023, 2024]"
PERSISTENT.NS,"[2021, 2022, 2023, 2024, 2025]"
PETRONET.NS,"[2021, 2022, 2023, 2024]"
PFC.NS,"[2021, 2022, 2023, 2024]"
PFIZER.NS,"[2021, 2022, 2023, 2024]"
PFOCUS.NS,"[2021, 2022, 2023, 2024]"
PFS.NS,"[2021, 2022, 2023, 2024]"
PGEL.NS,"[2021, 2022, 2023, 2024]"
PGHH.NS,"[2021, 2022, 2023, 2024]"
PGHL.NS,"[2021, 2022, 2023, 2024]"
PGIL.NS,"[2021, 2022, 2023, 2024]"
PHOENIXLTD.NS,"[2021, 2022, 2023, 2024, 2025]"
PIDILITIND.NS,"[2021, 2022, 2023, 2024, 2025]"
PIGL.NS,"[2021, 2022, 2023, 2024]"
PIIND.NS,"[2021, 2022, 2023, 2024]"
PILANIINVS.NS,"[2021, 2022, 2023, 2024]"
PILITA.NS,"[2021, 2022, 2023, 2024]"
PIONEEREMB.NS,"[2021, 2022, 2023, 2024]"
PITTIENG.NS,"[2021, 2022, 2023, 2024, 2025]"
PIXTRANS.NS,"[2021, 2022, 2023, 2024]"
PKTEA.NS,"[2021, 2022, 2023, 2024]"
PLASTIBLEN.NS,"[2021, 2022, 2023, 2024, 2025]"
PLAZACABLE.NS,"[2021, 2022, 2023, 2024]"
PNB.NS,"[2021, 2022, 2023, 2024, 2025]"
PNBGILTS.NS,"[2021, 2022, 2023, 2024]"
PNBHOUSING.NS,"[2021, 2022, 2023, 2024, 2025]"
PNC.NS,"[2021, 2022, 2023, 2024]"
PNCINFRA.NS,"[2021, 2022, 2023, 2024]"
PNGJL.NS,"[2021, 2022, 2023, 2024]"
POCL.NS,"[2021, 2022, 2023, 2024]"
PODDARMENT.NS,"[2021, 2022, 2023, 2024]"
POKARNA.NS,"[2021, 2022, 2023, 2024]"
POLICYBZR.NS,"[2021, 2022, 2023, 2024]"
POLYCAB.NS,"[2021, 2022, 2023, 2024, 2025]"
POLYMED.NS,"[2021, 2022, 2023, 2024, 2025]"
POLYPLEX.NS,"[2021, 2022, 2023, 2024]"
PONNIERODE.NS,"[2021, 2022, 2023, 2024]"
POONAWALLA.NS,"[2021, 2022, 2023, 2024, 2025]"
POWERGRID.NS,"[2021, 2022, 2023, 2024]"
POWERMECH.NS,"[2021, 2022, 2023, 2024]"
PPAP.NS,"[2021, 2022, 2023, 2024]"
PPL.NS,"[2021, 2022, 2023, 2024]"
PPLPHARMA.NS,"[2021, 2022, 2023, 2024]"
PRAENG.NS,"[2021, 2022, 2023, 2024]"
PRAJIND.NS,"[2021, 2022, 2023, 2024, 2025]"
PRAKASH.NS,"[2021, 2022, 2023, 2024]"
PRAKASHSTL.NS,"[2021, 2022, 2023, 2024]"
PRAXIS.NS,"[2021, 2022, 2023, 2024]"
PRECAM.NS,"[2021, 2022, 2023, 2024]"
PRECOT.NS,"[2021, 2022, 2023, 2024]"
PRECWIRE.NS,"[2021, 2022, 2023, 2024]"
PREMEXPLN.NS,"[2021, 2022, 2023, 2024]"
PREMIER.NS,"[2021, 2022, 2023, 2024]"
PREMIERENE.NS,"[2021, 2022, 2023, 2024]"
PREMIERPOL.NS,"[2021, 2022, 2023, 2024]"
PRESTIGE.NS,"[2021, 2022, 2023, 2024]"
PRICOLLTD.NS,"[2021, 2022, 2023, 2024]"
PRIMESECU.NS,"[2021, 2022, 2023, 2024, 2025]"
PRINCEPIPE.NS,"[2021, 2022, 2023, 2024]"
PRITI.NS,"[2021, 2022, 2023, 2024]"
PRITIKAUTO.NS,"[2021, 2022, 2023, 2024]"
PRIVISCL.NS,"[2021, 2022, 2023, 2024, 2025]"
PROTEAN.NS,"[2021, 2022, 2023, 2024]"
PROZONER.NS,"[2021, 2022, 2023, 2024]"
PRSMJOHNSN.NS,"[2021, 2022, 2023, 2024]"
PRUDENT.NS,"[2021, 2022, 2023, 2024]"
PRUDMOULI.NS,"[2021, 2022, 2023, 2024]"
PSB.NS,"[2021, 2022, 2023, 2024, 2025]"
PSPPROJECT.NS,"[2021, 2022, 2023, 2024]"
PTC.NS,"[2021, 2022, 2023, 2024]"
PTCIL.NS,"[2021, 2022, 2023, 2024]"
PTL.NS,"[2021, 2022, 2023, 2024]"
PUNJABCHEM.NS,"[2021, 2022, 2023, 2024, 2025]"
PURVA.NS,"[2021, 2022, 2023, 2024]"
PVP.NS,"[2021, 2022, 2023, 2024]"
PVRINOX.NS,"[2021, 2022, 2023, 2024]"
PVSL.NS,"[2021, 2022, 2023, 2024]"
PYRAMID.NS,"[2021, 2022, 2023, 2024]"
QUADFUTURE.NS,"[2021, 2022, 2023, 2024]"
QUESS.NS,"[2021, 2022, 2023, 2024]"
QUICKHEAL.NS,"[2021, 2022, 2023, 2024]"
RACE.NS,"[2021, 2022, 2023, 2024]"
RACLGEAR.NS,"[2021, 2022, 2023, 2024]"
RADAAN.NS,"[2021, 2022, 2023, 2024]"
RADHIKAJWE.NS,"[2021, 2022, 2023, 2024]"
RADIANTCMS.NS,"[2021, 2022, 2023, 2024]"
RADICO.NS,"[2021, 2022, 2023, 2024, 2025]"
RADIOCITY.NS,"[2021, 2022, 2023, 2024]"
RAILTEL.NS,"[2021, 2022, 2023, 2024, 2025]"
RAIN.NS,"[2020, 2021, 2022, 2023, 2024]"
RAINBOW.NS,"[2021, 2022, 2023, 2024]"
RAJESHEXPO.NS,"[2021, 2022, 2023, 2024]"
RAJMET.NS,"[2021, 2022, 2023, 2024]"
RAJRATAN.NS,"[2021, 2022, 2023, 2024, 2025]"
RAJRILTD.NS,"[2021, 2022, 2023, 2024]"
RAJSREESUG.NS,"[2021, 2022, 2023, 2024]"
RAJTV.NS,"[2021, 2022, 2023, 2024]"
RALLIS.NS,"[2021, 2022, 2023, 2024, 2025]"
RAMANEWS.NS,"[2021, 2022, 2023, 2024]"
RAMAPHO.NS,"[2021, 2022, 2023, 2024]"
RAMASTEEL.NS,"[2021, 2022, 2023, 2024]"
RAMCOCEM.NS,"[2021, 2022, 2023, 2024]"
RAMCOIND.NS,"[2021, 2022, 2023, 2024]"
RAMCOSYS.NS,"[2021, 2022, 2023, 2024]"
RAMKY.NS,"[2021, 2022, 2023, 2024]"
RAMRAT.NS,"[2021, 2022, 2023, 2024]"
RANASUG.NS,"[2021, 2022, 2023, 2024]"
RANEENGINE.NS,"[2021, 2022, 2023, 2024]"
RANEHOLDIN.NS,"[2021, 2022, 2023, 2024]"
RATEGAIN.NS,"[2021, 2022, 2023, 2024]"
RATNAMANI.NS,"[2021, 2022, 2023, 2024]"
RATNAVEER.NS,"[2021, 2022, 2023, 2024]"
RAYMOND.NS,"[2021, 2022, 2023, 2024]"
RBA.NS,"[2021, 2022, 2023, 2024]"
RBL.NS,"[2021, 2022, 2023, 2024]"
RBLBANK.NS,"[2021, 2022, 2023, 2024, 2025]"
RBZJEWEL.NS,"[2021, 2022, 2023, 2024]"
RCF.NS,"[2021, 2022, 2023, 2024]"
RCOM.NS,"[2021, 2022, 2023, 2024]"
RECLTD.NS,"[2021, 2022, 2023, 2024, 2025]"
REDINGTON.NS,"[2021, 2022, 2023, 2024]"
REFEX.NS,"[2021, 2022, 2023, 2024, 2025]"
REGENCERAM.NS,"[2021, 2022, 2023, 2024]"
RELAXO.NS,"[2021, 2022, 2023, 2024]"
RELCHEMQ.NS,"[2021, 2022, 2023, 2024]"
RELIABLE.NS,"[2021, 2022, 2023, 2024]"
RELIANCE.NS,"[2021, 2022, 2023, 2024]"
RELIGARE.NS,"[2021, 2022, 2023, 2024]"
RELINFRA.NS,"[2021, 2022, 2023, 2024]"
RELTD.NS,"[2021, 2022, 2023, 2024]"
REMSONSIND.NS,"[2021, 2022, 2023, 2024]"
RENUKA.NS,"[2021, 2022, 2023, 2024]"
REPCOHOME.NS,"[2021, 2022, 2023, 2024]"
REPL.NS,"[2021, 2022, 2023, 2024]"
REPRO.NS,"[2021, 2022, 2023, 2024]"
RESPONIND.NS,"[2021, 2022, 2023, 2024]"
RGL.NS,"[2021, 2022, 2023, 2024]"
RHFL.NS,"[2021, 2022, 2023, 2024]"
RHIM.NS,"[2021, 2022, 2023, 2024]"
RHL.NS,"[2021, 2022, 2023, 2024]"
RICOAUTO.NS,"[2021, 2022, 2023, 2024]"
RIIL.NS,"[2021, 2022, 2023, 2024, 2025]"
RISHABH.NS,"[2021, 2022, 2023, 2024]"
RITCO.NS,"[2021, 2022, 2023, 2024]"
RITES.NS,"[2021, 2022, 2023, 2024]"
RKDL.NS,"[2021, 2022, 2023, 2024]"
RKEC.NS,"[2021, 2022, 2023, 2024]"
RKFORGE.NS,"[2021, 2022, 2023, 2024]"
RKSWAMY.NS,"[2021, 2022, 2023, 2024]"
RML.NS,"[2021, 2022, 2023, 2024]"
ROHLTD.NS,"[2021, 2022, 2023, 2024]"
ROLEXRINGS.NS,"[2021, 2022, 2023, 2024]"
ROLLT.NS,"[2021, 2022, 2023, 2024]"
ROLTA.NS,"[2021, 2022, 2023, 2024]"
ROML.NS,"[2021, 2022, 2023, 2024]"
ROSSARI.NS,"[2021, 2022, 2023, 2024]"
ROSSELLIND.NS,"[2021, 2022, 2023, 2024]"
ROTO.NS,"[2021, 2022, 2023, 2024]"
ROUTE.NS,"[2021, 2022, 2023, 2024, 2025]"
RPEL.NS,"[2021, 2022, 2023, 2024, 2025]"
RPGLIFE.NS,"[2021, 2022, 2023, 2024, 2025]"
RPOWER.NS,"[2021, 2022, 2023, 2024]"
RPPINFRA.NS,"[2021, 2022, 2023, 2024]"
RPPL.NS,"[2021, 2022, 2023, 2024]"
RPSGVENT.NS,"[2021, 2022, 2023, 2024]"
RPTECH.NS,"[2021, 2022, 2023, 2024]"
RRKABEL.NS,"[2021, 2022, 2023, 2024, 2025]"
RSSOFTWARE.NS,"[2021, 2022, 2023, 2024]"
RSWM.NS,"[2021, 2022, 2023, 2024]"
RSYSTEMS.NS,"[2020, 2021, 2022, 2023, 2024]"
RTNINDIA.NS,"[2021, 2022, 2023, 2024]"
RTNPOWER.NS,"[2021, 2022, 2023, 2024, 2025]"
RUBFILA.NS,"[2021, 2022, 2023, 2024]"
RUBYMILLS.NS,"[2021, 2022, 2023, 2024]"
RUCHINFRA.NS,"[2021, 2022, 2023, 2024]"
RUCHIRA.NS,"[2021, 2022, 2023, 2024]"
RUPA.NS,"[2021, 2022, 2023, 2024]"
RUSHIL.NS,"[2021, 2022, 2023, 2024]"
RUSTOMJEE.NS,"[2021, 2022, 2023, 2024]"
RVHL.NS,"[2021, 2022, 2023, 2024]"
RVNL.NS,"[2021, 2022, 2023, 2024]"
RVTH.NS,"[2021, 2022, 2023, 2024]"
S&SPOWER.NS,"[2021, 2022, 2023, 2024]"
SABEVENTS.NS,"[2021, 2022, 2023, 2024]"
SABTNL.NS,"[2021, 2022, 2023, 2024]"
SADBHAV.NS,"[2021, 2022, 2023, 2024]"
SADBHIN.NS,"[2021, 2022, 2023, 2024]"
SADHNANIQ.NS,"[2021, 2022, 2023, 2024]"
SAFARI.NS,"[2021, 2022, 2023, 2024, 2025]"
SAGARDEEP.NS,"[2021, 2022, 2023, 2024]"
SAGCEM.NS,"[2021, 2022, 2023, 2024]"
SAH.NS,"[2021, 2022, 2023, 2024]"
SAHYADRI.NS,"[2021, 2022, 2023, 2024]"
SAIL.NS,"[2021, 2022, 2023, 2024]"
SAKAR.NS,"[2021, 2022, 2023, 2024]"
SAKHTISUG.NS,"[2021, 2022, 2023, 2024]"
SAKSOFT.NS,"[2021, 2022, 2023, 2024]"
SAKUMA.NS,"[2021, 2022, 2023, 2024]"
SALASAR.NS,"[2021, 2022, 2023, 2024]"
SALONA.NS,"[2021, 2022, 2023, 2024]"
SALSTEEL.NS,"[2021, 2022, 2023, 2024]"
SALZERELEC.NS,"[2021, 2022, 2023, 2024]"
SAMBHAAV.NS,"[2021, 2022, 2023, 2024]"
SAMHI.NS,"[2021, 2022, 2023, 2024]"
SAMMAANCAP.NS,"[2021, 2022, 2023, 2024]"
SAMPANN.NS,"[2021, 2022, 2023, 2024, 2025]"
SANDESH.NS,"[2021, 2022, 2023, 2024]"
SANDHAR.NS,"[2021, 2022, 2023, 2024]"
SANDUMA.NS,"[2021, 2022, 2023, 2024]"
SANGAMIND.NS,"[2021, 2022, 2023, 2024]"
SANGHIIND.NS,"[2021, 2022, 2023, 2024, 2025]"
SANGHVIMOV.NS,"[2021, 2022, 2023, 2024]"
SANGINITA.NS,"[2021, 2022, 2023, 2024]"
SANOFI.NS,"[2020, 2021, 2022, 2023, 2024]"
SANSERA.NS,"[2021, 2022, 2023, 2024]"
SANSTAR.NS,"[2021, 2022, 2023, 2024]"
SANWARIA.NS,"[2021, 2022, 2023, 2024]"
SAPPHIRE.NS,"[2021, 2022, 2023, 2024, 2025]"
SARDAEN.NS,"[2021, 2022, 2023, 2024]"
SAREGAMA.NS,"[2021, 2022, 2023, 2024]"
SARLAPOLY.NS,"[2021, 2022, 2023, 2024]"
SARVESHWAR.NS,"[2021, 2022, 2023, 2024]"
SASKEN.NS,"[2021, 2022, 2023, 2024]"
SASTASUNDR.NS,"[2021, 2022, 2023, 2024]"
SATIA.NS,"[2021, 2022, 2023, 2024]"
SATIN.NS,"[2021, 2022, 2023, 2024]"
SATINDLTD.NS,"[2021, 2022, 2023, 2024]"
SAURASHCEM.NS,"[2021, 2022, 2023, 2024]"
SBC.NS,"[2021, 2022, 2023, 2024]"
SBCL.NS,"[2021, 2022, 2023, 2024]"
SBFC.NS,"[2021, 2022, 2023, 2024]"
SBGLP.NS,"[2021, 2022, 2023, 2024]"
SBICARD.NS,"[2021, 2022, 2023, 2024, 2025]"
SBILIFE.NS,"[2021, 2022, 2023, 2024, 2025]"
SBIN.NS,"[2021, 2022, 2023, 2024, 2025]"
SCHAEFFLER.NS,"[2020, 2021, 2022, 2023, 2024]"
SCHAND.NS,"[2021, 2022, 2023, 2024]"
SCHNEIDER.NS,"[2021, 2022, 2023, 2024]"
SCI.NS,"[2021, 2022, 2023, 2024]"
SCPL.NS,"[2021, 2022, 2023, 2024]"
SDBL.NS,"[2021, 2022, 2023, 2024]"
SEAMECLTD.NS,"[2021, 2022, 2023, 2024]"
SECMARK.NS,"[2021, 2022, 2023, 2024, 2025]"
SECURKLOUD.NS,"[2021, 2022, 2023, 2024]"
SEJALLTD.NS,"[2021, 2022, 2023, 2024]"
SELAN.NS,"[2021, 2022, 2023, 2024]"
SELMC.NS,"[2021, 2022, 2023, 2024]"
SEMAC.NS,"[2021, 2022, 2023, 2024]"
SENCO.NS,"[2021, 2022, 2023, 2024]"
SEPC.NS,"[2021, 2022, 2023, 2024]"
SEQUENT.NS,"[2021, 2022, 2023, 2024]"
SERVOTECH.NS,"[2021, 2022, 2023, 2024]"
SESHAPAPER.NS,"[2021, 2022, 2023, 2024]"
SETCO.NS,"[2021, 2022, 2023, 2024]"
SEYAIND.NS,"[2021, 2022, 2023, 2024]"
SFL.NS,"[2021, 2022, 2023, 2024]"
SGIL.NS,"[2021, 2022, 2023, 2024]"
SGL.NS,"[2021, 2022, 2023, 2024]"
SHAH.NS,"[2021, 2022, 2023, 2024]"
SHAHALLOYS.NS,"[2021, 2022, 2023, 2024]"
SHAILY.NS,"[2021, 2022, 2023, 2024]"
SHAKTIPUMP.NS,"[2021, 2022, 2023, 2024]"
SHALBY.NS,"[2021, 2022, 2023, 2024]"
SHALPAINTS.NS,"[2021, 2022, 2023, 2024]"
SHANKARA.NS,"[2021, 2022, 2023, 2024]"
SHANTI.NS,"[2021, 2022, 2023, 2024]"
SHANTIGEAR.NS,"[2021, 2022, 2023, 2024, 2025]"
SHARDACROP.NS,"[2021, 2022, 2023, 2024]"
SHARDAMOTR.NS,"[2021, 2022, 2023, 2024]"
SHAREINDIA.NS,"[2021, 2022, 2023, 2024]"
SHEKHAWATI.NS,"[2021, 2022, 2023, 2024, 2025]"
SHEMAROO.NS,"[2021, 2022, 2023, 2024]"
SHILPAMED.NS,"[2021, 2022, 2023, 2024]"
SHIVALIK.NS,"[2021, 2022, 2023, 2024]"
SHIVAMAUTO.NS,"[2021, 2022, 2023, 2024]"
SHIVAMILLS.NS,"[2021, 2022, 2023, 2024]"
SHIVATEX.NS,"[2021, 2022, 2023, 2024]"
SHK.NS,"[2021, 2022, 2023, 2024]"
SHOPERSTOP.NS,"[2021, 2022, 2023, 2024, 2025]"
SHRADHA.NS,"[2021, 2022, 2023, 2024]"
SHREDIGCEM.NS,"[2021, 2022, 2023, 2024, 2025]"
SHREECEM.NS,"[2021, 2022, 2023, 2024]"
SHREEPUSHK.NS,"[2021, 2022, 2023, 2024]"
SHREERAMA.NS,"[2021, 2022, 2023, 2024]"
SHREYANIND.NS,"[2021, 2022, 2023, 2024]"
SHRIPISTON.NS,"[2021, 2022, 2023, 2024]"
SHRIRAMFIN.NS,"[2021, 2022, 2023, 2024, 2025]"
SHRIRAMPPS.NS,"[2021, 2022, 2023, 2024]"
SHYAMCENT.NS,"[2021, 2022, 2023, 2024]"
SHYAMMETL.NS,"[2021, 2022, 2023, 2024]"
SHYAMTEL.NS,"[2021, 2022, 2023, 2024]"
SICALLOG.NS,"[2021, 2022, 2023, 2024]"
SIEMENS.NS,"[2020, 2021, 2022, 2023, 2024]"
SIGACHI.NS,"[2021, 2022, 2023, 2024]"
SIGIND.NS,"[2021, 2022, 2023, 2024]"
SIGMA.NS,"[2021, 2022, 2023, 2024]"
SIGNATURE.NS,"[2021, 2022, 2023, 2024]"
SIKKO.NS,"[2021, 2022, 2023, 2024]"
SIL.NS,"[2021, 2022, 2023, 2024]"
SILGO.NS,"[2021, 2022, 2023, 2024]"
SILINV.NS,"[2021, 2022, 2023, 2024]"
SILLYMONKS.NS,"[2021, 2022, 2023, 2024]"
SILVERTUC.NS,"[2021, 2022, 2023, 2024]"
SIMBHALS.NS,"[2021, 2022, 2023, 2024]"
SIMPLEXINF.NS,"[2021, 2022, 2023, 2024]"
SINCLAIR.NS,"[2021, 2022, 2023, 2024]"
SINDHUTRAD.NS,"[2021, 2022, 2023, 2024]"
SINTERCOM.NS,"[2021, 2022, 2023, 2024]"
SIRCA.NS,"[2021, 2022, 2023, 2024]"
SIS.NS,"[2021, 2022, 2023, 2024, 2025]"
SITINET.NS,"[2021, 2022, 2023, 2024]"
SIYSIL.NS,"[2021, 2022, 2023, 2024]"
SJS.NS,"[2021, 2022, 2023, 2024]"
SJVN.NS,"[2021, 2022, 2023, 2024]"
SKFINDIA.NS,"[2021, 2022, 2023, 2024]"
SKIPPER.NS,"[2021, 2022, 2023, 2024, 2025]"
SKMEGGPROD.NS,"[2021, 2022, 2023, 2024]"
SKYGOLD.NS,"[2021, 2022, 2023, 2024]"
SMARTLINK.NS,"[2021, 2022, 2023, 2024]"
SMCGLOBAL.NS,"[2021, 2022, 2023, 2024]"
SMLISUZU.NS,"[2021, 2022, 2023, 2024]"
SMLT.NS,"[2021, 2022, 2023, 2024]"
SMSLIFE.NS,"[2021, 2022, 2023, 2024]"
SMSPHARMA.NS,"[2021, 2022, 2023, 2024]"
SNOWMAN.NS,"[2021, 2022, 2023, 2024]"
SOBHA.NS,"[2021, 2022, 2023, 2024]"
SOFTTECH.NS,"[2021, 2022, 2023, 2024]"
SOLARA.NS,"[2021, 2022, 2023, 2024]"
SOLARINDS.NS,"[2021, 2022, 2023, 2024]"
SOMANYCERA.NS,"[2021, 2022, 2023, 2024]"
SOMATEX.NS,"[2021, 2022, 2023, 2024]"
SOMICONVEY.NS,"[2021, 2022, 2023, 2024]"
SONACOMS.NS,"[2021, 2022, 2023, 2024, 2025]"
SONAMLTD.NS,"[2021, 2022, 2023, 2024]"
SONATSOFTW.NS,"[2021, 2022, 2023, 2024, 2025]"
SOTL.NS,"[2021, 2022, 2023, 2024]"
SOUTHBANK.NS,"[2021, 2022, 2023, 2024]"
SOUTHWEST.NS,"[2021, 2022, 2023, 2024]"
SPAL.NS,"[2021, 2022, 2023, 2024]"
SPANDANA.NS,"[2021, 2022, 2023, 2024]"
SPARC.NS,"[2021, 2022, 2023, 2024]"
SPCENET.NS,"[2021, 2022, 2023, 2024]"
SPECIALITY.NS,"[2021, 2022, 2023, 2024]"
SPECTRUM.NS,"[2021, 2022, 2023, 2024]"
SPENCERS.NS,"[2021, 2022, 2023, 2024]"
SPIC.NS,"[2021, 2022, 2023, 2024]"
SPLIL.NS,"[2021, 2022, 2023, 2024]"
SPLPETRO.NS,"[2021, 2022, 2023, 2024, 2025]"
SPMLINFRA.NS,"[2021, 2022, 2023, 2024]"
SPORTKING.NS,"[2021, 2022, 2023, 2024, 2025]"
SRD.NS,"[2021, 2022, 2023, 2024]"
SREEL.NS,"[2021, 2022, 2023, 2024]"
SRF.NS,"[2021, 2022, 2023, 2024]"
SRGHFL.NS,"[2021, 2022, 2023, 2024]"
SRHHYPOLTD.NS,"[2021, 2022, 2023, 2024]"
SRM.NS,"[2021, 2022, 2023, 2024]"
SRPL.NS,"[2021, 2022, 2023, 2024]"
SSDL.NS,"[2021, 2022, 2023, 2024]"
SSWL.NS,"[2021, 2022, 2023, 2024]"
STALLION.NS,"[2021, 2022, 2023, 2024]"
STAR.NS,"[2021, 2022, 2023, 2024]"
STARCEMENT.NS,"[2021, 2022, 2023, 2024]"
STARHEALTH.NS,"[2021, 2022, 2023, 2024, 2025]"
STARPAPER.NS,"[2021, 2022, 2023, 2024]"
STARTECK.NS,"[2021, 2022, 2023, 2024]"
STCINDIA.NS,"[2021, 2022, 2023, 2024]"
STEELCAS.NS,"[2021, 2022, 2023, 2024]"
STEELCITY.NS,"[2021, 2022, 2023, 2024]"
STEELXIND.NS,"[2021, 2022, 2023, 2024]"
STEL.NS,"[2021, 2022, 2023, 2024]"
STERTOOLS.NS,"[2021, 2022, 2023, 2024]"
STLTECH.NS,"[2021, 2022, 2023, 2024]"
STOVEKRAFT.NS,"[2021, 2022, 2023, 2024]"
STYLAMIND.NS,"[2021, 2022, 2023, 2024]"
STYLEBAAZA.NS,"[2021, 2022, 2023, 2024]"
STYRENIX.NS,"[2021, 2022, 2023, 2024]"
SUBEXLTD.NS,"[2021, 2022, 2023, 2024]"
SUBROS.NS,"[2021, 2022, 2023, 2024]"
SUDARSCHEM.NS,"[2021, 2022, 2023, 2024]"
SUKHJITS.NS,"[2021, 2022, 2023, 2024]"
SULA.NS,"[2021, 2022, 2023, 2024, 2025]"
SUMICHEM.NS,"[2021, 2022, 2023, 2024]"
SUMIT.NS,"[2021, 2022, 2023, 2024]"
SUMMITSEC.NS,"[2021, 2022, 2023, 2024]"
SUNCLAY.NS,"[2021, 2022, 2023, 2024]"
SUNDARAM.NS,"[2021, 2022, 2023, 2024]"
SUNDARMFIN.NS,"[2021, 2022, 2023, 2024]"
SUNDARMHLD.NS,"[2021, 2022, 2023, 2024]"
SUNDRMBRAK.NS,"[2021, 2022, 2023, 2024]"
SUNDRMFAST.NS,"[2021, 2022, 2023, 2024, 2025]"
SUNDROP.NS,"[2021, 2022, 2023, 2024]"
SUNFLAG.NS,"[2021, 2022, 2023, 2024]"
SUNPHARMA.NS,"[2021, 2022, 2023, 2024]"
SUNTECK.NS,"[2021, 2022, 2023, 2024, 2025]"
SUNTV.NS,"[2021, 2022, 2023, 2024]"
SUPERHOUSE.NS,"[2021, 2022, 2023, 2024]"
SUPERSPIN.NS,"[2021, 2022, 2023, 2024]"
SUPRAJIT.NS,"[2021, 2022, 2023, 2024]"
SUPREME.NS,"[2021, 2022, 2023, 2024]"
SUPREMEIND.NS,"[2021, 2022, 2023, 2024, 2025]"
SUPREMEINF.NS,"[2021, 2022, 2023, 2024]"
SUPRIYA.NS,"[2021, 2022, 2023, 2024]"
SURAJEST.NS,"[2021, 2022, 2023, 2024]"
SURAJLTD.NS,"[2021, 2022, 2023, 2024]"
SURANASOL.NS,"[2021, 2022, 2023, 2024]"
SURANAT&P.NS,"[2021, 2022, 2023, 2024]"
SURYALAXMI.NS,"[2021, 2022, 2023, 2024]"
SURYAROSNI.NS,"[2021, 2022, 2023, 2024]"
SURYODAY.NS,"[2021, 2022, 2023, 2024]"
SUTLEJTEX.NS,"[2021, 2022, 2023, 2024]"
SUULD.NS,"[2021, 2022, 2023, 2024]"
SUVEN.NS,"[2021, 2022, 2023, 2024]"
SUVENPHAR.NS,"[2021, 2022, 2023, 2024]"
SUVIDHAA.NS,"[2021, 2022, 2023, 2024]"
SUYOG.NS,"[2021, 2022, 2023, 2024]"
SUZLON.NS,"[2021, 2022, 2023, 2024]"
SVLL.NS,"[2021, 2022, 2023, 2024]"
SVPGLOB.NS,"[2021, 2022, 2023, 2024]"
SWANENERGY.NS,"[2021, 2022, 2023, 2024]"
SWARAJENG.NS,"[2021, 2022, 2023, 2024, 2025]"
SWELECTES.NS,"[2021, 2022, 2023, 2024]"
SWSOLAR.NS,"[2021, 2022, 2023, 2024, 2025]"
SYMPHONY.NS,"[2021, 2022, 2023, 2024, 2025]"
SYNCOMF.NS,"[2021, 2022, 2023, 2024]"
SYNGENE.NS,"[2021, 2022, 2023, 2024, 2025]"
SYRMA.NS,"[2021, 2022, 2023, 2024]"
TAINWALCHM.NS,"[2021, 2022, 2023, 2024]"
TAJGVK.NS,"[2021, 2022, 2023, 2024]"
TAKE.NS,"[2021, 2022, 2023, 2024]"
TALBROAUTO.NS,"[2021, 2022, 2023, 2024]"
TANLA.NS,"[2021, 2022, 2023, 2024, 2025]"
TARACHAND.NS,"[2021, 2022, 2023, 2024]"
TARAPUR.NS,"[2021, 2022, 2023, 2024]"
TARC.NS,"[2021, 2022, 2023, 2024]"
TARIL.NS,"[2021, 2022, 2023, 2024, 2025]"
TARMAT.NS,"[2021, 2022, 2023, 2024]"
TARSONS.NS,"[2021, 2022, 2023, 2024]"
TASTYBITE.NS,"[2021, 2022, 2023, 2024]"
TATACHEM.NS,"[2021, 2022, 2023, 2024, 2025]"
TATACOMM.NS,"[2021, 2022, 2023, 2024, 2025]"
TATACONSUM.NS,"[2021, 2022, 2023, 2024, 2025]"
TATAELXSI.NS,"[2021, 2022, 2023, 2024, 2025]"
TATAINVEST.NS,"[2021, 2022, 2023, 2024, 2025]"
TATAMOTORS.NS,"[2021, 2022, 2023, 2024]"
TATAPOWER.NS,"[2021, 2022, 2023, 2024]"
TATASTEEL.NS,"[2021, 2022, 2023, 2024]"
TATATECH.NS,"[2021, 2022, 2023, 2024, 2025]"
TATVA.NS,"[2021, 2022, 2023, 2024]"
TBOTEK.NS,"[2021, 2022, 2023, 2024]"
TBZ.NS,"[2021, 2022, 2023, 2024]"
TCI.NS,"[2021, 2022, 2023, 2024]"
TCIEXP.NS,"[2021, 2022, 2023, 2024]"
TCIFINANCE.NS,"[2021, 2022, 2023, 2024]"
TCPLPACK.NS,"[2021, 2022, 2023, 2024]"
TCS.NS,"[2021, 2022, 2023, 2024, 2025]"
TDPOWERSYS.NS,"[2021, 2022, 2023, 2024]"
TEAMLEASE.NS,"[2021, 2022, 2023, 2024]"
TECHM.NS,"[2021, 2022, 2023, 2024, 2025]"
TECHNOE.NS,"[2021, 2022, 2023, 2024]"
