YF_Ticker,Years
INDICAP.BO,"[2021, 2022, 2023, 2024]"
PFOCUS.BO,"[2021, 2022, 2023, 2024]"
ALLCARGO.BO,"[2021, 2022, 2023, 2024]"
GMRAIRPORT.BO,"[2021, 2022, 2023, 2024]"
TECHM.BO,"[2021, 2022, 2023, 2024, 2025]"
CIEINDIA.BO,"[2021, 2022, 2023, 2024]"
VOLTAMP.BO,"[2021, 2022, 2023, 2024, 2025]"
ATLANTAA.BO,"[2021, 2022, 2023, 2024]"
HOVS.BO,"[2021, 2022, 2023, 2024]"
ACE.BO,"[2021, 2022, 2023, 2024]"
GEECEE.BO,"[2021, 2022, 2023, 2024]"
FIEMIND.BO,"[2021, 2022, 2023, 2024]"
JHS.BO,"[2021, 2022, 2023, 2024]"
DCBBANK.BO,"[2021, 2022, 2023, 2024, 2025]"
GLOBALVECT.BO,"[2021, 2022, 2023, 2024]"
INSPIRISYS.BO,"[2021, 2022, 2023, 2024]"
GTLINFRA.BO,"[2021, 2022, 2023, 2024]"
SHIVAMAUTO.BO,"[2021, 2022, 2023, 2024]"
NAUKRI.BO,"[2021, 2022, 2023, 2024]"
TORNTPOWER.BO,"[2021, 2022, 2023, 2024]"
PARSVNATH.BO,"[2021, 2022, 2023, 2024]"
SUTLEJTEX.BO,"[2021, 2022, 2023, 2024]"
LTFOODS.BO,"[2021, 2022, 2023, 2024]"
SOBHA.BO,"[2021, 2022, 2023, 2024]"
RUCHIRA.BO,"[2021, 2022, 2023, 2024]"
TANLA.BO,"[2021, 2022, 2023, 2024, 2025]"
ZEEMEDIA.BO,"[2021, 2022, 2023, 2024]"
SITINET.BO,"[2021, 2022, 2023, 2024]"
LUMAXTECH.BO,"[2021, 2022, 2023, 2024]"
AUTOIND.BO,"[2021, 2022, 2023, 2024]"
NETWORK18.BO,"[2021, 2022, 2023, 2024, 2025]"
HUBTOWN.BO,"[2021, 2022, 2023, 2024]"
CTE.BO,"[2021, 2022, 2023, 2024]"
TIIL.BO,"[2021, 2022, 2023, 2024]"
REDINGTON.BO,"[2021, 2022, 2023, 2024]"
AICHAMP.BO,"[2021, 2022, 2023, 2024]"
CINELINE.BO,"[2021, 2022, 2023, 2024]"
PGIL.BO,"[2021, 2022, 2023, 2024]"
FSL.BO,"[2021, 2022, 2023, 2024, 2025]"
PFC.BO,"[2021, 2022, 2023, 2024]"
AHLUCONT.BO,"[2021, 2022, 2023, 2024]"
TFL.BO,"[2021, 2022, 2023, 2024]"
INDIANB.BO,"[2021, 2022, 2023, 2024, 2025]"
SMSPHARMA.BO,"[2021, 2022, 2023, 2024]"
ORIENTALTL.BO,"[2021, 2022, 2023, 2024]"
ELAND.BO,"[2021, 2022, 2023, 2024]"
IDEA.BO,"[2021, 2022, 2023, 2024]"
JAGJANANI.BO,"[2021, 2022, 2023, 2024]"
RAJTV.BO,"[2021, 2022, 2023, 2024]"
PAGEIND.BO,"[2021, 2022, 2023, 2024]"
AMDIND.BO,"[2021, 2022, 2023, 2024]"
LEHAR.BO,"[2021, 2022, 2023, 2024]"
ASTRAL.BO,"[2021, 2022, 2023, 2024]"
EMBDL.BO,"[2021, 2022, 2023, 2024]"
CAMLINFINE.BO,"[2021, 2022, 2023, 2024]"
ICRA.BO,"[2021, 2022, 2023, 2024]"
DISHTV.BO,"[2021, 2022, 2023, 2024]"
SAHYADRI.BO,"[2021, 2022, 2023, 2024]"
SRHHYPOLTD.BO,"[2021, 2022, 2023, 2024]"
FORTIS.BO,"[2021, 2022, 2023, 2024]"
TGBHOTELS.BO,"[2021, 2022, 2023, 2024]"
HILTON.BO,"[2021, 2022, 2023, 2024]"
DELTACORP.BO,"[2021, 2022, 2023, 2024, 2025]"
MICEL.BO,"[2021, 2022, 2023, 2024]"
INSECTICID.BO,"[2021, 2022, 2023, 2024]"
ASAHISONG.BO,"[2021, 2022, 2023, 2024]"
HARYNACAP.BO,"[2021, 2022, 2023, 2024]"
TIMETECHNO.BO,"[2021, 2022, 2023, 2024]"
HGS.BO,"[2021, 2022, 2023, 2024]"
NELCAST.BO,"[2021, 2022, 2023, 2024]"
V2RETAIL.BO,"[2021, 2022, 2023, 2024]"
DLF.BO,"[2021, 2022, 2023, 2024]"
TARMAT.BO,"[2021, 2022, 2023, 2024]"
SPARC.BO,"[2021, 2022, 2023, 2024]"
ADSL.BO,"[2021, 2022, 2023, 2024]"
ALPA.BO,"[2021, 2022, 2023, 2024]"
SSLEL.BO,"[2021, 2022, 2023, 2024]"
OMAXE.BO,"[2021, 2022, 2023, 2024]"
REFEX.BO,"[2021, 2022, 2023, 2024, 2025]"
CENTRALBK.BO,"[2021, 2022, 2023, 2024, 2025]"
SELMC.BO,"[2021, 2022, 2023, 2024]"
ASIANTILES.BO,"[2021, 2022, 2023, 2024]"
KPRMILL.BO,"[2021, 2022, 2023, 2024]"
TAKE.BO,"[2021, 2022, 2023, 2024]"
PURVA.BO,"[2021, 2022, 2023, 2024]"
MOTILALOFS.BO,"[2021, 2022, 2023, 2024, 2025]"
VTMLTD.BO,"[2021, 2022, 2023, 2024]"
INDOWIND.BO,"[2021, 2022, 2023, 2024]"
NAGREEKCAP.BO,"[2021, 2022, 2023, 2024]"
MAGNUM.BO,"[2021, 2022, 2023, 2024]"
POWERGRID.BO,"[2021, 2022, 2023, 2024]"
KSCL.BO,"[2021, 2022, 2023, 2024]"
PAISALO.BO,"[2021, 2022, 2023, 2024]"
CCCL.BO,"[2021, 2022, 2023, 2024, 2025]"
SUPREMEINF.BO,"[2021, 2022, 2023, 2024]"
MAANALU.BO,"[2021, 2022, 2023, 2024]"
IL&FSENGG.BO,"[2021, 2022, 2023, 2024]"
PARLEIND.BO,"[2021, 2022, 2023, 2024]"
RELIGARE.BO,"[2021, 2022, 2023, 2024]"
BVCL.BO,"[2021, 2022, 2023, 2024]"
RATHIBAR.BO,"[2021, 2022, 2023, 2024]"
ADANIPORTS.BO,"[2021, 2022, 2023, 2024, 2025]"
EDELWEISS.BO,"[2021, 2022, 2023, 2024]"
RGL.BO,"[2021, 2022, 2023, 2024]"
KOLTEPATIL.BO,"[2021, 2022, 2023, 2024]"
KAUSHALYA.BO,"[2021, 2022, 2023, 2024]"
JYOTHYLAB.BO,"[2021, 2022, 2023, 2024]"
ECLERX.BO,"[2021, 2022, 2023, 2024]"
TARIL.BO,"[2021, 2022, 2023, 2024, 2025]"
BRIGADE.BO,"[2021, 2022, 2023, 2024]"
BGRENERGY.BO,"[2021, 2022, 2023, 2024]"
MANAKSIA.BO,"[2021, 2022, 2023, 2024]"
PORWAL.BO,"[2021, 2022, 2023, 2024]"
PPAP.BO,"[2021, 2022, 2023, 2024]"
ARIES.BO,"[2021, 2022, 2023, 2024]"
KUANTUM.BO,"[2021, 2022, 2023, 2024]"
RPOWER.BO,"[2021, 2022, 2023, 2024]"
JKIL.BO,"[2021, 2022, 2023, 2024]"
CORDSCABLE.BO,"[2021, 2022, 2023, 2024]"
KNRCON.BO,"[2021, 2022, 2023, 2024]"
ONMOBILE.BO,"[2021, 2022, 2023, 2024]"
SEPC.BO,"[2021, 2022, 2023, 2024]"
BANG.BO,"[2021, 2022, 2023, 2024]"
IRB.BO,"[2021, 2022, 2023, 2024]"
GSS.BO,"[2021, 2022, 2023, 2024]"
NAHARCAP.BO,"[2021, 2022, 2023, 2024]"
VGUARD.BO,"[2021, 2022, 2023, 2024]"
RECLTD.BO,"[2021, 2022, 2023, 2024, 2025]"
GOKAKTEX.BO,"[2021, 2022, 2023, 2024]"
DHANI.BO,"[2021, 2022, 2023, 2024, 2025]"
TITAGARH.BO,"[2021, 2022, 2023, 2024]"
KIRIINDUS.BO,"[2021, 2022, 2023, 2024]"
BIRLAMONEY.BO,"[2021, 2022, 2023, 2024, 2025]"
TELOGICA.BO,"[2021, 2022, 2023, 2024]"
JAIBALAJI.BO,"[2021, 2022, 2023, 2024]"
BAJAJ-AUTO.BO,"[2021, 2022, 2023, 2024]"
BAJAJFINSV.BO,"[2021, 2022, 2023, 2024, 2025]"
GOKUL.BO,"[2021, 2022, 2023, 2024]"
RPGLIFE.BO,"[2021, 2022, 2023, 2024, 2025]"
NIRAJ.BO,"[2021, 2022, 2023, 2024]"
BAFNAPH.BO,"[2021, 2022, 2023, 2024]"
CHLLTD.BO,"[2021, 2022, 2023, 2024]"
SEJALLTD.BO,"[2021, 2022, 2023, 2024]"
ARCHIDPLY.BO,"[2021, 2022, 2023, 2024]"
LOTUSEYE.BO,"[2021, 2022, 2023, 2024]"
SOMICONVEY.BO,"[2021, 2022, 2023, 2024]"
LGBFORGE.BO,"[2021, 2022, 2023, 2024]"
LPDC.BO,"[2021, 2022, 2023, 2024]"
SICAGEN.BO,"[2021, 2022, 2023, 2024]"
20MICRONS.BO,"[2021, 2022, 2023, 2024]"
ZFCVINDIA.BO,"[2021, 2022, 2023, 2024]"
ALKALI.BO,"[2021, 2022, 2023, 2024]"
ISGEC.BO,"[2021, 2022, 2023, 2024]"
IMFA.BO,"[2021, 2022, 2023, 2024]"
TPHQ.BO,"[2021, 2022, 2023, 2024, 2025]"
VEDAVAAG.BO,"[2021, 2022, 2023, 2024]"
MOLDTKPAC.BO,"[2021, 2022, 2023, 2024]"
MHRIL.BO,"[2021, 2022, 2023, 2024, 2025]"
EXCEL.BO,"[2021, 2022, 2023, 2024]"
ROML.BO,"[2021, 2022, 2023, 2024]"
BENGALASM.BO,"[2021, 2022, 2023, 2024]"
ADANIPOWER.BO,"[2021, 2022, 2023, 2024, 2025]"
NHPC.BO,"[2021, 2022, 2023, 2024]"
PEIL.BO,"[2021, 2022, 2023, 2024]"
GLOBUSSPR.BO,"[2021, 2022, 2023, 2024]"
OIL.BO,"[2021, 2022, 2023, 2024]"
BTTL.BO,"[2021, 2022, 2023, 2024]"
SPSL.BO,"[2021, 2022, 2023, 2024]"
EXPLEOSOL.BO,"[2021, 2022, 2023, 2024]"
RTNPOWER.BO,"[2021, 2022, 2023, 2024, 2025]"
DEN.BO,"[2021, 2022, 2023, 2024, 2025]"
ASTEC.BO,"[2021, 2022, 2023, 2024, 2025]"
DLINKINDIA.BO,"[2021, 2022, 2023, 2024]"
JSWENERGY.BO,"[2021, 2022, 2023, 2024]"
YUNIKM.BO,"[2021, 2022, 2023, 2024]"
GODREJPROP.BO,"[2021, 2022, 2023, 2024, 2025]"
DBCORP.BO,"[2021, 2022, 2023, 2024]"
MBLINFRA.BO,"[2021, 2022, 2023, 2024]"
JUBLFOOD.BO,"[2021, 2022, 2023, 2024]"
VASCONEQ.BO,"[2021, 2022, 2023, 2024]"
THANGAMAYL.BO,"[2021, 2022, 2023, 2024]"
DBREALTY.BO,"[2021, 2022, 2023, 2024]"
EMMBI.BO,"[2021, 2022, 2023, 2024]"
HATHWAY.BO,"[2021, 2022, 2023, 2024, 2025]"
TEXMOPIPES.BO,"[2021, 2022, 2023, 2024]"
SUNDARAM.BO,"[2021, 2022, 2023, 2024]"
COROENGG.BO,"[2021, 2022, 2023, 2024]"
ROSSELLIND.BO,"[2021, 2022, 2023, 2024]"
MANINFRA.BO,"[2021, 2022, 2023, 2024]"
TAMBOLIIN.BO,"[2021, 2022, 2023, 2024]"
PERSISTENT.BO,"[2021, 2022, 2023, 2024, 2025]"
ISFT.BO,"[2021, 2022, 2023, 2024]"
GOENKA.BO,"[2021, 2022, 2023, 2024]"
KCPSUGIND.BO,"[2021, 2022, 2023, 2024]"
KECL.BO,"[2021, 2022, 2023, 2024]"
SATCH.BO,"[2021, 2022, 2023, 2024]"
TARAPUR.BO,"[2021, 2022, 2023, 2024]"
SJVN.BO,"[2021, 2022, 2023, 2024]"
EMAMIPAP.BO,"[2021, 2022, 2023, 2024]"
KRITINUT.BO,"[2021, 2022, 2023, 2024]"
GKB.BO,"[2021, 2022, 2023, 2024]"
HMVL.BO,"[2021, 2022, 2023, 2024]"
EMAMIREAL.BO,"[2021, 2022, 2023, 2024]"
AHLEAST.BO,"[2021, 2022, 2023, 2024]"
BAJAJCON.BO,"[2021, 2022, 2023, 2024]"
PRAKASHSTL.BO,"[2021, 2022, 2023, 2024]"
GPPL.BO,"[2021, 2022, 2023, 2024]"
WELINV.BO,"[2021, 2022, 2023, 2024]"
SASTASUNDR.BO,"[2021, 2022, 2023, 2024]"
CPCAP.BO,"[2021, 2022, 2023, 2024]"
RAMKY.BO,"[2021, 2022, 2023, 2024]"
GREENPOWER.BO,"[2021, 2022, 2023, 2024, 2025]"
CANTABIL.BO,"[2021, 2022, 2023, 2024]"
SEATV.BO,"[2021, 2022, 2023, 2024]"
WABAG.BO,"[2021, 2022, 2023, 2024]"
BEDMUTHA.BO,"[2021, 2022, 2023, 2024]"
ASHOKA.BO,"[2021, 2022, 2023, 2024]"
JWL.BO,"[2021, 2022, 2023, 2024]"
OBEROIRLTY.BO,"[2021, 2022, 2023, 2024, 2025]"
PRESTIGE.BO,"[2021, 2022, 2023, 2024]"
SHAH.BO,"[2021, 2022, 2023, 2024]"
COALINDIA.BO,"[2021, 2022, 2023, 2024, 2025]"
GRAVITA.BO,"[2021, 2022, 2023, 2024, 2025]"
RPPINFRA.BO,"[2021, 2022, 2023, 2024]"
RDBIPL.BO,"[2021, 2022, 2023, 2024]"
MOIL.BO,"[2021, 2022, 2023, 2024, 2025]"
ZEELEARN.BO,"[2021, 2022, 2023, 2024]"
KTIL.BO,"[2021, 2022, 2023, 2024]"
A2ZINFRA.BO,"[2021, 2022, 2023, 2024]"
KIRLOSENG.BO,"[2021, 2022, 2023, 2024]"
RKDL.BO,"[2021, 2022, 2023, 2024]"
PSB.BO,"[2021, 2022, 2023, 2024, 2025]"
FMNL.BO,"[2021, 2022, 2023, 2024]"
SURANASOL.BO,"[2021, 2022, 2023, 2024]"
SHEKHAWATI.BO,"[2021, 2022, 2023, 2024, 2025]"
KICL.BO,"[2021, 2022, 2023, 2024]"
BFINVEST.BO,"[2021, 2022, 2023, 2024]"
SUMMITSEC.BO,"[2021, 2022, 2023, 2024]"
INOVSYNTH.BO,"[2021, 2022, 2023, 2024]"
STEL.BO,"[2021, 2022, 2023, 2024]"
TEXRAIL.BO,"[2021, 2022, 2023, 2024]"
INDTERRAIN.BO,"[2021, 2022, 2023, 2024]"
FCL.BO,"[2021, 2022, 2023, 2024]"
DHUNINV.BO,"[2021, 2022, 2023, 2024]"
ZENTEC.BO,"[2021, 2022, 2023, 2024]"
LOVABLE.BO,"[2021, 2022, 2023, 2024]"
PFS.BO,"[2021, 2022, 2023, 2024]"
MUTHOOTFIN.BO,"[2021, 2022, 2023, 2024]"
TRUEGREEN.BO,"[2021, 2022, 2023, 2024]"
VMS.BO,"[2021, 2022, 2023, 2024]"
KARMAENG.BO,"[2021, 2022, 2023, 2024]"
DELPHIFX.BO,"[2021, 2022, 2023, 2024, 2025]"
RUSHIL.BO,"[2021, 2022, 2023, 2024]"
ENKEIWHEL.BO,"[2020, 2021, 2022, 2023, 2024]"
KRIDHANINF.BO,"[2021, 2022, 2023, 2024]"
INVENTURE.BO,"[2021, 2022, 2023, 2024]"
LTF.BO,"[2021, 2022, 2023, 2024, 2025]"
YAARI.BO,"[2021, 2022, 2023, 2024, 2025]"
TREEHOUSE.BO,"[2021, 2022, 2023, 2024]"
BROOKS.BO,"[2021, 2022, 2023, 2024]"
RUPA.BO,"[2021, 2022, 2023, 2024]"
TDPOWERSYS.BO,"[2021, 2022, 2023, 2024]"
APLLTD.BO,"[2021, 2022, 2023, 2024, 2025]"
VASWANI.BO,"[2021, 2022, 2023, 2024]"
PGEL.BO,"[2021, 2022, 2023, 2024]"
LESHAIND.BO,"[2021, 2022, 2023, 2024]"
RDBRL.BO,"[2021, 2022, 2023, 2024]"
TIJARIA.BO,"[2021, 2022, 2023, 2024]"
ONELIFECAP.BO,"[2021, 2022, 2023, 2024]"
FLEXITUFF.BO,"[2021, 2022, 2023, 2024]"
TRITURBINE.BO,"[2021, 2022, 2023, 2024]"
INDOTHAI.BO,"[2021, 2022, 2023, 2024]"
ESSARSHPNG.BO,"[2021, 2022, 2023, 2024]"
APLAPOLLO.BO,"[2021, 2022, 2023, 2024, 2025]"
GPTINFRA.BO,"[2021, 2022, 2023, 2024]"
FERVENTSYN.BO,"[2021, 2022, 2023, 2024]"
THOMASCOTT.BO,"[2021, 2022, 2023, 2024]"
TERASOFT.BO,"[2021, 2022, 2023, 2024]"
PMCFIN.BO,"[2021, 2022, 2023, 2024]"
FUTSOL.BO,"[2021, 2022, 2023, 2024]"
AIML.BO,"[2021, 2022, 2023, 2024]"
RHIM.BO,"[2021, 2022, 2023, 2024]"
MCX.BO,"[2021, 2022, 2023, 2024, 2025]"
SCHNEIDER.BO,"[2021, 2022, 2023, 2024]"
OLPCL.BO,"[2021, 2022, 2023, 2024]"
NBCC.BO,"[2021, 2022, 2023, 2024]"
MTEDUCARE.BO,"[2021, 2022, 2023, 2024]"
HEXATRADEX.BO,"[2021, 2022, 2023, 2024]"
MAXHEIGHTS.BO,"[2021, 2022, 2023, 2024]"
TBZ.BO,"[2021, 2022, 2023, 2024]"
VSSL.BO,"[2021, 2022, 2023, 2024, 2025]"
LOOKS.BO,"[2021, 2022, 2023, 2024]"
SPECIALITY.BO,"[2021, 2022, 2023, 2024]"
LYPSAGEMS.BO,"[2021, 2022, 2023, 2024]"
RTNINDIA.BO,"[2021, 2022, 2023, 2024]"
SAMPANN.BO,"[2021, 2022, 2023, 2024, 2025]"
JTLIND.BO,"[2021, 2022, 2023, 2024]"
AMTL.BO,"[2021, 2022, 2023, 2024]"
NECCLTD.BO,"[2021, 2022, 2023, 2024]"
WAAREERTL.BO,"[2021, 2022, 2023, 2024, 2025]"
JUPITERIN.BO,"[2021, 2022, 2023, 2024]"
VINAYAKPOL.BO,"[2021, 2022, 2023, 2024]"
DUCON.BO,"[2021, 2022, 2023, 2024]"
PROZONER.BO,"[2021, 2022, 2023, 2024]"
SRGHFL.BO,"[2021, 2022, 2023, 2024]"
COMCL.BO,"[2021, 2022, 2023, 2024]"
CASPIAN.BO,"[2021, 2022, 2023, 2024]"
AERPACE.BO,"[2021, 2022, 2023, 2024]"
VIRTUALG.BO,"[2021, 2022, 2023, 2024]"
ZUARI.BO,"[2021, 2022, 2023, 2024]"
STEELXIND.BO,"[2021, 2022, 2023, 2024]"
TRIOMERC.BO,"[2021, 2022, 2023, 2024]"
CIGNITITEC.BO,"[2021, 2022, 2023, 2024]"
CARERATING.BO,"[2021, 2022, 2023, 2024]"
PCJEWELLER.BO,"[2021, 2022, 2023, 2024]"
INDUSTOWER.BO,"[2021, 2022, 2023, 2024, 2025]"
VMART.BO,"[2021, 2022, 2023, 2024, 2025]"
NIBE.BO,"[2021, 2022, 2023, 2024]"
MUKTA.BO,"[2021, 2022, 2023, 2024]"
MYSTICELE.BO,"[2021, 2022, 2023, 2024]"
COMFINCAP.BO,"[2021, 2022, 2023, 2024]"
BMAL.BO,"[2021, 2022, 2023, 2024]"
REPCOHOME.BO,"[2021, 2022, 2023, 2024]"
LAKHOTIA.BO,"[2021, 2022, 2023, 2024]"
GCMSECU.BO,"[2021, 2022, 2023, 2024]"
NIBL.BO,"[2021, 2022, 2023, 2024]"
PRIMECAPM.BO,"[2021, 2022, 2023, 2024]"
KIFS.BO,"[2021, 2022, 2023, 2024]"
SREEL.BO,"[2021, 2022, 2023, 2024]"
SHARDAMOTR.BO,"[2021, 2022, 2023, 2024]"
SVGLOBAL.BO,"[2021, 2022, 2023, 2024]"
JUSTDIAL.BO,"[2021, 2022, 2023, 2024, 2025]"
OONE.BO,"[2021, 2022, 2023, 2024]"
IFINSEC.BO,"[2021, 2022, 2023, 2024]"
BRAHMINFRA.BO,"[2021, 2022, 2023, 2024]"
AMPVOLTS.BO,"[2021, 2022, 2023, 2024]"
KHOOBSURAT.BO,"[2021, 2022, 2023, 2024]"
ORIENTCEM.BO,"[2021, 2022, 2023, 2024, 2025]"
ABFRL.BO,"[2021, 2022, 2023, 2024]"
SAMMAANCAP.BO,"[2021, 2022, 2023, 2024]"
MMLF.BO,"[2021, 2022, 2023, 2024]"
ALSL.BO,"[2021, 2022, 2023, 2024]"
ESSENTIA.BO,"[2021, 2022, 2023, 2024]"
JULIEN.BO,"[2021, 2022, 2023, 2024]"
TIGERLOGS.BO,"[2021, 2022, 2023, 2024]"
JKAGRI.BO,"[2021, 2022, 2023, 2024]"
PVVINFRA.BO,"[2021, 2022, 2023, 2024]"
VCU.BO,"[2021, 2022, 2023, 2024]"
INDRENEW.BO,"[2021, 2022, 2023, 2024]"
JPOLYINVST.BO,"[2021, 2022, 2023, 2024]"
YURANUS.BO,"[2021, 2022, 2023, 2024]"
CPL.BO,"[2021, 2022, 2023, 2024]"
ARNOLD.BO,"[2021, 2022, 2023, 2024]"
SUNLOC.BO,"[2021, 2022, 2023, 2024]"
SUYOG.BO,"[2021, 2022, 2023, 2024]"
NATHBIOGEN.BO,"[2021, 2022, 2023, 2024, 2025]"
AGRITECH.BO,"[2021, 2022, 2023, 2024]"
CHEMTECH.BO,"[2021, 2022, 2023, 2024]"
DENISCHEM.BO,"[2021, 2022, 2023, 2024]"
UNISHIRE.BO,"[2021, 2022, 2023, 2024]"
ETT.BO,"[2021, 2022, 2023, 2024]"
HANSUGAR.BO,"[2021, 2022, 2023, 2024]"
KIRANVYPAR.BO,"[2021, 2022, 2023, 2024]"
BCP.BO,"[2021, 2022, 2023, 2024]"
RACE.BO,"[2021, 2022, 2023, 2024]"
MANGIND.BO,"[2021, 2022, 2023, 2024]"
VIJIFIN.BO,"[2021, 2022, 2023, 2024, 2025]"
PHOENIXTN.BO,"[2021, 2022, 2023, 2024]"
INFRONICS.BO,"[2021, 2022, 2023, 2024]"
HARIAAPL.BO,"[2021, 2022, 2023, 2024]"
VASUPRADA.BO,"[2021, 2022, 2023, 2024]"
RNBDENIMS.BO,"[2021, 2022, 2023, 2024]"
SHARPINV.BO,"[2021, 2022, 2023, 2024]"
WONDERLA.BO,"[2021, 2022, 2023, 2024, 2025]"
RESPONSINF.BO,"[2021, 2022, 2023, 2024]"
GCMCAPI.BO,"[2021, 2022, 2023, 2024]"
AFEL.BO,"[2021, 2022, 2023, 2024]"
INCREDIBLE.BO,"[2021, 2022, 2023, 2024]"
NAM.BO,"[2021, 2022, 2023, 2024]"
METSL.BO,"[2021, 2022, 2023, 2024]"
JACKSON.BO,"[2021, 2022, 2023, 2024]"
MONEYBOXX.BO,"[2021, 2022, 2023, 2024]"
WORTH.BO,"[2021, 2022, 2023, 2024]"
QUASAR.BO,"[2021, 2022, 2023, 2024]"
TPROJECT.BO,"[2021, 2022, 2023, 2024]"
AMARSEC.BO,"[2021, 2022, 2023, 2024]"
CTL.BO,"[2021, 2022, 2023, 2024]"
TARINI.BO,"[2021, 2022, 2023, 2024]"
YAANENT.BO,"[2021, 2022, 2023, 2024]"
OMANSH.BO,"[2021, 2022, 2023, 2024]"
ANVRDHI.BO,"[2021, 2022, 2023, 2024]"
RLFL.BO,"[2021, 2022, 2023, 2024]"
GOLDCOINHF.BO,"[2021, 2022, 2023, 2024]"
BRPL.BO,"[2021, 2022, 2023, 2024]"
ARMAN.BO,"[2021, 2022, 2023, 2024]"
SKIPPER.BO,"[2021, 2022, 2023, 2024, 2025]"
JAMESWARREN.BO,"[2021, 2022, 2023, 2024]"
VISTARAMAR.BO,"[2021, 2022, 2023, 2024]"
GULFOILLUB.BO,"[2021, 2022, 2023, 2024]"
FRUTION.BO,"[2021, 2022, 2023, 2024]"
TRIVENIENT.BO,"[2021, 2022, 2023, 2024]"
TTIENT.BO,"[2021, 2022, 2023, 2024]"
VISHAL.BO,"[2021, 2022, 2023, 2024]"
TOYAMSL.BO,"[2021, 2022, 2023, 2024]"
GAJANANSEC.BO,"[2021, 2022, 2023, 2024]"
UNISON.BO,"[2021, 2022, 2023, 2024]"
RTFL.BO,"[2021, 2022, 2023, 2024]"
VRL.BO,"[2021, 2022, 2023, 2024]"
SNOWMAN.BO,"[2021, 2022, 2023, 2024]"
QGO.BO,"[2021, 2022, 2023, 2024]"
SHARDACROP.BO,"[2021, 2022, 2023, 2024]"
MIIL.BO,"[2021, 2022, 2023, 2024]"
CITYONLINE.BO,"[2021, 2022, 2023, 2024]"
SHEMAROO.BO,"[2021, 2022, 2023, 2024]"
ULTRACAB.BO,"[2021, 2022, 2023, 2024]"
RCCL.BO,"[2021, 2022, 2023, 2024]"
ETIL.BO,"[2021, 2022, 2023, 2024]"
ATISHAY.BO,"[2021, 2022, 2023, 2024, 2025]"
SANGAMFIN.BO,"[2021, 2022, 2023, 2024]"
DHABRIYA.BO,"[2021, 2022, 2023, 2024]"
PDSL.BO,"[2021, 2022, 2023, 2024]"
HANMAN.BO,"[2021, 2022, 2023, 2024]"
VGCL.BO,"[2021, 2022, 2023, 2024]"
CEINSYSTECH.BO,"[2021, 2022, 2023, 2024]"
PANABYTE.BO,"[2021, 2022, 2023, 2024]"
MUDUNURU.BO,"[2021, 2022, 2023, 2024]"
JSHL.BO,"[2021, 2022, 2023, 2024]"
CRANEINFRA.BO,"[2021, 2022, 2023, 2024]"
NIYOGIN.BO,"[2021, 2022, 2023, 2024]"
KALYANCAP.BO,"[2021, 2022, 2023, 2024]"
CIL.BO,"[2021, 2022, 2023, 2024]"
GBFL.BO,"[2021, 2022, 2023, 2024]"
GILADAFINS.BO,"[2021, 2022, 2023, 2024]"
JETSOLAR.BO,"[2021, 2022, 2023, 2024]"
SAPPL.BO,"[2021, 2022, 2023, 2024]"
AANCHALISP.BO,"[2021, 2022, 2023, 2024]"
CAPPIPES.BO,"[2021, 2022, 2023, 2024]"
KAIZENAGRO.BO,"[2021, 2022, 2023, 2024]"
JMJFIN.BO,"[2021, 2022, 2023, 2024, 2025]"
INTELLECT.BO,"[2021, 2022, 2023, 2024]"
MONTECARLO.BO,"[2021, 2022, 2023, 2024]"
JSTL.BO,"[2021, 2022, 2023, 2024]"
ICL.BO,"[2021, 2022, 2023, 2024]"
SCC.BO,"[2021, 2022, 2023, 2024]"
PANAFIC.BO,"[2021, 2022, 2023, 2024]"
MYMONEY.BO,"[2021, 2022, 2023, 2024]"
CSL.BO,"[2021, 2022, 2023, 2024]"
NEXUSSURGL.BO,"[2021, 2022, 2023, 2024]"
SELLWIN.BO,"[2021, 2022, 2023, 2024]"
GALADAFIN.BO,"[2021, 2022, 2023, 2024]"
EMERALD.BO,"[2021, 2022, 2023, 2024]"
MKEXIM.BO,"[2021, 2022, 2023, 2024]"
MCLOUD.BO,"[2021, 2022, 2023, 2024, 2025]"
OCTAL.BO,"[2021, 2022, 2023, 2024]"
MIHIKA.BO,"[2021, 2022, 2023, 2024]"
KANCHI.BO,"[2021, 2022, 2023, 2024]"
DTIL.BO,"[2021, 2022, 2023, 2024]"
VANICOM.BO,"[2021, 2022, 2023, 2024]"
SKILVEN.BO,"[2021, 2022, 2023, 2024]"
VINCOFE.BO,"[2021, 2022, 2023, 2024]"
RAFL.BO,"[2021, 2022, 2023, 2024]"
COSYN.BO,"[2021, 2022, 2023, 2024]"
SOFCOM.BO,"[2021, 2022, 2023, 2024]"
NAPL.BO,"[2021, 2022, 2023, 2024]"
KARNAVATI.BO,"[2021, 2022, 2023, 2024]"
ABHIFIN.BO,"[2021, 2022, 2023, 2024]"
MERCANTILE.BO,"[2021, 2022, 2023, 2024]"
SONAL.BO,"[2021, 2022, 2023, 2024]"
ALFL.BO,"[2021, 2022, 2023, 2024]"
GENUSPAPER.BO,"[2021, 2022, 2023, 2024]"
MINDACORP.BO,"[2021, 2022, 2023, 2024]"
MERCURYLAB.BO,"[2021, 2022, 2023, 2024]"
CONCORD.BO,"[2021, 2022, 2023, 2024]"
WARDINMOBI.BO,"[2021, 2022, 2023, 2024]"
SHREESEC.BO,"[2021, 2022, 2023, 2024]"
